Team Name,Year,Wins,Losses,Home Wins,Home Losses,Road Wins,Road Losses,Margin <= 3 Victories,Margin <= Losses,Margin >= 10 Victories,Margin >= Losses,PPG,Off Rating,Def Rating,Pace,FG%,FG3%,FT%,Off RBG,Def RBG,Assists / Game,Steals / Game,Blocks / Game,Turnovers / Game,Fouls / Game,Reached Finals,Finals Win
Denver Nuggets,2008,50,32,33,8,17,24,6,6,29,18,110.7,110,106.3,99.7,0.47,0.355,0.751,11.2,32.9,24.7,9.2,6.7,14.7,21.1,0,0
Denver Nuggets,2011,50,32,33,8,17,24,7,8,29,10,107.5,112.3,107.3,95.6,0.476,0.388,0.765,9.6,32.3,22.1,7.4,4.3,14.1,21,0,0
New York Knicks,2000,50,32,33,8,17,24,9,5,20,13,92.1,102.5,100.9,89.2,0.455,0.375,0.781,9.8,30.7,19.4,6.3,4.3,14.6,24.2,0,0
Kansas City Kings,1980,47,35,30,11,17,24,10,11,22,9,108,104,101,103.2,0.478,0.219,0.743,14.5,29.6,25.9,10.5,4.3,17.5,26,0,0
Portland Trail Blazers,1994,47,35,30,11,17,24,7,8,25,16,107.3,108.1,105.5,98.8,0.454,0.353,0.743,15.9,30,25.2,9.1,5,14.8,22.3,0,0
Chicago Bulls,1989,47,35,30,11,17,24,9,4,21,16,106.4,109.1,107.7,97,0.495,0.328,0.786,12.4,29.9,27,8.8,4.6,16.2,22.6,0,0
Minnesota Timberwolves,2018,47,35,30,11,17,24,7,7,25,12,109.5,113.4,111.1,96,0.476,0.357,0.804,10.3,31.6,22.7,8.4,4.2,12.5,18.2,0,0
Dallas Mavericks,1990,47,35,30,11,17,24,7,3,20,19,102.2,107.2,107.2,94.5,0.475,0.323,0.767,12.7,29.5,21.7,8.1,4.9,15,21.1,0,0
Toronto Raptors,2007,47,35,30,11,17,24,11,6,23,18,99.5,107,106,92.6,0.463,0.363,0.788,9.2,30.2,22.2,7.1,3.9,13.5,20.4,0,0
Minnesota Timberwolves,2001,47,35,30,11,17,24,7,4,22,14,97.3,105.2,103.7,91.8,0.458,0.357,0.785,12.2,30.1,25.4,8.3,5.6,13.9,23.2,0,0
Denver Nuggets,1982,46,36,29,12,17,24,7,5,22,16,126.5,114.3,113.9,109.8,0.52,0.268,0.796,14,29.8,27.7,8.1,4.5,17.9,26,0,0
Washington Wizards,2015,46,36,29,12,17,24,9,4,21,14,98.5,103.7,103,93.7,0.462,0.36,0.742,10.5,34.2,24,7.3,4.6,15,20.8,0,0
Golden State Warriors,1982,45,37,28,13,17,24,10,7,19,18,110.9,108.8,107.7,101.4,0.496,0.28,0.717,15.6,29.9,22.2,8.4,4.8,17.4,27.1,0,0
Philadelphia 76ers,1987,45,37,28,13,17,24,9,11,13,16,106.5,108.3,108.5,97.3,0.491,0.259,0.753,14.4,28.4,23.7,9.4,6.6,18.5,21.6,0,0
New Orleans Pelicans,2015,45,37,28,13,17,24,10,4,19,14,99.4,108.2,107.3,91.4,0.457,0.37,0.751,11.5,32,22,6.7,6.2,13.3,18.7,0,0
Indiana Pacers,1981,44,38,27,14,17,24,6,13,17,15,107.6,106.4,105,100.9,0.482,0.178,0.715,16.2,27.6,25.5,10.2,5.9,18.2,24.5,0,0
Milwaukee Bucks,1990,44,38,27,14,17,24,8,9,18,18,106,107.3,108.1,98,0.473,0.312,0.758,13.5,27.4,25,10.1,4,16,25.4,0,0
Orlando Magic,2002,44,38,27,14,17,24,4,3,23,19,100.5,107,105.3,93.2,0.448,0.373,0.754,11.5,29.8,22,8.1,4.7,13.6,20.7,0,0
Sacramento Kings,2006,44,38,27,14,17,24,6,5,21,21,98.9,106.7,105,91.9,0.454,0.351,0.784,10.4,30.2,22.3,7.4,3.6,14.6,20.4,0,0
Miami Heat,2007,44,38,27,14,17,24,13,6,16,22,94.6,104.3,105.3,89.9,0.464,0.343,0.69,10,30.8,20.5,6.9,5.4,14.6,21.3,0,0
Atlanta Hawks,1983,43,39,26,15,17,24,9,2,19,25,101.6,102.2,103.2,98.9,0.469,0.239,0.751,13.9,29.7,23.7,7,8.1,17.4,24.7,0,0
New Jersey Nets,1993,43,39,26,15,17,24,10,8,20,20,102.8,106.5,105.2,96,0.462,0.318,0.767,15.7,30.6,22.8,8.5,6.4,16.5,23.1,0,0
Orlando Magic,2001,43,39,26,15,17,24,7,7,21,17,97.5,103.2,102.1,93.2,0.438,0.364,0.714,13,29.9,22,8.2,5.9,15.2,25.3,0,0
New Jersey Nets,1998,43,39,26,15,17,24,4,9,22,15,99.6,108.3,106.6,91,0.441,0.331,0.744,16.4,26.1,20.5,9.5,3.8,14.4,23.4,0,0
Cleveland Cavaliers,1995,43,39,26,15,17,24,10,8,17,15,90.5,105.3,104.6,84.8,0.441,0.385,0.76,12.7,27.3,20.4,7.7,4.3,14.3,20.7,0,0
Golden State Warriors,1987,42,40,25,16,17,24,9,6,14,26,112,108.9,111.2,101.7,0.479,0.319,0.78,14.5,28.7,25.4,8.7,3.9,16.5,26.1,0,0
Houston Rockets,1987,42,40,25,16,17,24,5,3,29,17,106.9,106.5,105.5,99.9,0.477,0.275,0.741,14.5,30.3,27.2,8,6.8,16.9,24.1,0,0
Orlando Magic,2019,42,40,25,16,17,24,5,6,21,21,107.3,108.9,108.1,98.1,0.454,0.356,0.782,10,35.4,25.5,6.6,5.4,13.2,18.6,0,0
Los Angeles Lakers,2007,42,40,25,16,17,24,5,4,18,16,103.3,108.6,108.6,93.5,0.466,0.353,0.747,10.8,30.4,22.6,7.3,5.1,15.5,23,0,0
Indiana Pacers,2002,42,40,25,16,17,24,5,5,21,19,96.8,104.1,103.8,91.9,0.446,0.339,0.772,11.3,31.3,23,8,5.3,15.2,22.9,0,0
Milwaukee Bucks,2003,42,40,25,16,17,24,6,9,13,15,99.5,108.8,108.6,90.4,0.457,0.383,0.776,10.7,28.9,22.2,7.6,4.2,12.7,22.2,0,0
Cleveland Cavaliers,1997,42,40,25,16,17,24,6,4,20,15,87.5,104.6,102.4,82.9,0.453,0.376,0.723,11.1,26.3,20.9,8,3.8,14.5,23,0,0
Dallas Mavericks,2013,41,41,24,17,17,24,5,8,17,19,101.1,105.9,106.5,94.1,0.462,0.372,0.793,9.4,32.6,23.2,7.9,5.5,14,20.7,0,0
Chicago Bulls,2010,41,41,24,17,17,24,7,5,15,21,97.5,103.5,105.3,93.1,0.451,0.33,0.754,11.4,33.1,20.8,6.5,5.8,14.3,20.1,0,0
New Jersey Nets,2007,41,41,24,17,17,24,6,8,17,17,97.6,105.7,106.6,91.4,0.457,0.363,0.727,10,30.8,23.9,6.1,3.3,14.8,22.8,0,0
Houston Rockets,1998,41,41,24,17,17,24,4,4,23,25,98.8,107.7,108.6,91,0.452,0.343,0.771,12,28.7,21.9,8.4,3.6,15.8,20.2,0,0
Philadelphia 76ers,2009,41,41,24,17,17,24,6,9,15,19,97.4,107.9,107.8,90,0.459,0.318,0.745,12.7,28.5,20.1,8,5.1,14.1,20.1,0,0
Orlando Magic,1998,41,41,24,17,17,24,7,7,18,23,90.1,102.6,103.8,87.1,0.429,0.323,0.726,14.4,26.9,20.7,7.9,5.4,15.3,19.7,0,0
Phoenix Suns,2011,40,42,23,18,17,24,7,6,15,18,105,109.5,110.4,94.4,0.47,0.377,0.759,10,30.2,23.7,6.6,4.4,14.3,20.3,0,0
Memphis Grizzlies,2010,40,42,23,18,17,24,6,4,17,26,102.5,108.3,109.9,93.6,0.469,0.337,0.733,13,30.4,18.8,7.9,4.9,15.2,20.2,0,0
Atlanta Hawks,2012,40,26,23,10,17,16,6,8,17,13,96.6,104.9,101.2,90.2,0.454,0.37,0.74,9.9,31.3,22.4,8.1,4.6,14,17.8,0,0
Phoenix Suns,2015,39,43,22,19,17,24,4,12,14,19,102.4,105.3,106.2,96.3,0.452,0.341,0.76,10.9,32.2,20.2,8.5,4.7,15.1,21.3,0,0
Milwaukee Bucks,2013,38,44,21,20,17,24,7,5,13,25,98.9,103.6,105.2,94.7,0.435,0.36,0.736,13,30.9,22.9,8.4,6.7,14.1,19,0,0
Utah Jazz,2015,38,44,21,20,17,24,5,10,18,19,95.1,105.1,104.9,90.4,0.447,0.343,0.721,12,31.9,19.9,7.6,6,15.3,19.3,0,0
Miami Heat,2015,37,45,20,21,17,24,4,10,15,28,94.7,103.9,106.7,90.9,0.456,0.335,0.741,9.1,30,19.8,7.8,4.5,14.8,20,0,0
Dallas Mavericks,1995,36,46,19,22,17,24,10,9,13,26,103.2,107.6,110.6,94.7,0.44,0.322,0.734,18.5,29.7,23.7,7.1,4.2,16.4,22.1,0,0
Boston Celtics,2004,36,46,19,22,17,24,10,9,11,18,95.3,102.1,103.7,93.2,0.443,0.346,0.75,10.4,29.8,20.5,9.4,4,16.2,22.4,0,0
Dallas Mavericks,2004,52,30,36,5,16,25,8,7,30,14,105.2,112.1,107.4,93.2,0.459,0.348,0.796,14.3,31,23.9,8,5.3,12.2,19.6,0,0
Atlanta Hawks,1986,50,32,34,7,16,25,8,3,24,15,108.6,107.9,105.6,100,0.49,0.199,0.732,15.2,29.3,24.7,9,5.3,18.1,26.5,0,0
New Jersey Nets,2003,49,33,33,8,16,25,2,7,31,8,95.4,103.8,98.1,91.6,0.441,0.332,0.757,12.1,30.8,23,8.7,4.6,14.8,21.6,1,0
San Antonio Spurs,2019,48,34,32,9,16,25,7,4,25,16,111.7,112.9,111.2,98.3,0.478,0.392,0.819,9.2,35.5,24.5,6.1,4.7,12.1,18.1,0,0
Indiana Pacers,2003,48,34,32,9,16,25,9,7,23,14,96.8,104.6,100.8,91.6,0.441,0.339,0.766,12.2,32,23.3,8.5,5.4,14.8,22.1,0,0
Seattle SuperSonics,1989,47,35,31,10,16,25,9,7,21,15,112.1,111.5,108.6,100.1,0.477,0.379,0.746,17,27.3,25.4,10.5,6,17.1,24.7,0,0
San Antonio Spurs,1992,47,35,31,10,16,25,5,8,28,13,104,107.5,104.1,96.2,0.476,0.292,0.736,15,31.1,24.5,8.9,7.4,16,21.9,0,0
Cleveland Cavaliers,1994,47,35,31,10,16,25,1,10,27,16,101.2,109.4,105.1,91.7,0.465,0.362,0.77,13.3,28.7,25,8.6,5.2,13.9,20.7,0,0
Atlanta Hawks,2009,47,35,31,10,16,25,5,7,18,13,98.1,109.3,107.6,89.6,0.458,0.366,0.737,10.6,29.4,20.2,7.4,4.6,12.8,19.6,0,0
Philadelphia 76ers,1989,46,36,30,11,16,25,9,5,23,14,111.9,113,111.5,98.5,0.486,0.316,0.787,13.9,28.7,25.7,8.4,4.3,14.8,21,0,0
Memphis Grizzlies,2011,46,36,30,11,16,25,9,10,23,12,99.9,107.6,105.1,91.9,0.471,0.334,0.75,11.8,29.2,20.6,9.4,5.4,14,20.8,0,0
Detroit Pistons,1996,46,36,30,11,16,25,8,10,25,12,95.4,107.9,105.1,87.7,0.459,0.404,0.751,10.8,29.8,19.6,6.2,4.3,14.8,23.8,0,0
Denver Nuggets,1983,45,37,29,12,16,25,2,3,25,22,123.2,109.7,109.1,112.1,0.494,0.19,0.808,14.8,30.8,28.5,9.6,4.3,18.2,25.5,0,0
New Jersey Nets,1984,45,37,29,12,16,25,11,6,16,11,110,106.1,105,103,0.498,0.211,0.7,14.9,28.2,26.2,9.9,6.1,19.6,27.4,0,0
New York Knicks,1990,45,37,29,12,16,25,6,9,20,18,108.3,109.4,108,98.2,0.484,0.332,0.756,14.5,29.6,26.1,8.7,6,17.2,22.3,0,0
Los Angeles Clippers,1992,45,37,29,12,16,25,11,4,21,20,102.9,105.8,104.7,96.5,0.473,0.289,0.72,13.8,29.2,25,10,6.1,15.5,22.8,0,0
Houston Rockets,2013,45,37,29,12,16,25,5,5,26,13,106,109.7,106.1,96.1,0.461,0.366,0.754,11.1,32.3,23.2,8.3,4.4,16.4,20.3,0,0
Oklahoma City Thunder,2015,45,37,29,12,16,25,4,8,26,14,104,107.8,105.5,95.7,0.447,0.339,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,0,0
New Jersey Nets,1994,45,37,29,12,16,25,9,9,23,18,103.2,107.2,104.9,95.5,0.445,0.327,0.762,15.9,31.2,23.2,8.5,7,14.6,20.6,0,0
Los Angeles Lakers,2013,45,37,29,12,16,25,8,5,18,17,102.2,107.8,106.6,94.4,0.458,0.355,0.692,11.5,33.3,22.2,7,5.2,15,17.9,0,0
Washington Wizards,2005,45,37,29,12,16,25,14,6,16,16,100.5,107.2,107.5,93.3,0.437,0.343,0.725,13.8,29,19.1,8.7,4.2,14.3,22,0,0
Portland Trail Blazers,2016,44,38,28,13,16,25,2,7,23,21,105.1,108.8,108,96,0.45,0.37,0.754,11.6,33.9,21.3,6.9,4.6,14.6,21.7,0,0
Brooklyn Nets,2014,44,38,28,13,16,25,8,3,17,20,98.5,106.7,107.7,91.4,0.459,0.369,0.753,8.8,29.4,20.9,8.6,3.8,14.5,21.7,0,0
Chicago Bulls,2016,42,40,26,15,16,25,10,4,14,19,101.6,105,106.5,95.7,0.441,0.371,0.787,11.1,35.2,22.8,6,5.7,13.9,18.8,0,0
Memphis Grizzlies,2016,42,40,26,15,16,25,8,3,15,23,99.1,105.4,107.8,93.3,0.44,0.331,0.783,11.2,30.5,20.7,8.8,4.3,13.3,21.7,0,0
Orlando Magic,2003,42,40,26,15,16,25,8,9,19,16,98.5,105.2,105,93.1,0.436,0.357,0.777,11.7,29.2,20.4,8.5,3.7,14.4,23,0,0
Miami Heat,1996,42,40,26,15,16,25,6,9,21,17,96.5,105.3,103.8,91.1,0.457,0.379,0.71,12.2,30.4,21.4,7,5.4,17,26.3,0,0
Portland Trail Blazers,2017,41,41,25,16,16,25,7,11,18,16,107.9,110.3,110.8,96.7,0.459,0.375,0.78,10.1,33.5,21.1,7,5,13.7,21.2,0,0
Atlanta Hawks,1990,41,41,25,16,16,25,5,3,19,17,108.5,113,111.9,95.8,0.487,0.302,0.764,15.5,26.7,22.2,8.7,4.3,15.5,22.8,0,0
Chicago Bulls,2017,41,41,25,16,16,25,5,6,17,23,102.9,107.4,107,95.3,0.444,0.34,0.798,12.2,34.1,22.6,7.8,4.8,13.6,17.7,0,0
Phoenix Suns,1996,41,41,25,16,16,25,4,5,20,18,104.3,110.3,110,93.2,0.473,0.332,0.771,12.3,30.5,24.4,7.6,4,14.7,21.7,0,0
Charlotte Hornets,1996,41,41,25,16,16,25,6,9,18,17,102.8,111.2,111.8,91.6,0.47,0.384,0.77,12,27.5,23.3,7.1,3.4,15.1,22.1,0,0
Toronto Raptors,2008,41,41,25,16,16,25,3,3,26,16,100.2,110.2,107,90.2,0.468,0.392,0.812,9.6,30.4,23.8,7,4.1,11.7,19.5,0,0
Milwaukee Bucks,2002,41,41,25,16,16,25,4,8,17,19,97.5,106.9,107.1,90.2,0.462,0.375,0.748,10.3,31.2,22.5,7.3,4.7,14.1,21.8,0,0
New Orleans Hornets,2004,41,41,25,16,16,25,9,5,18,17,91.8,102.3,102.4,89.1,0.42,0.319,0.751,13.3,29.5,20.9,8.6,4.2,15,20.9,0,0
Portland Trail Blazers,2004,41,41,25,16,16,25,8,5,11,21,90.7,103.7,105.1,86.2,0.448,0.346,0.731,12.7,29,21.6,7.5,5.4,14.8,19,0,0
Kansas City Kings,1981,40,42,24,17,16,25,11,10,13,16,106.9,104.7,104.7,101.3,0.5,0.292,0.714,12.6,29.9,27.7,8.8,4.7,17.7,25.5,0,0
Minnesota Timberwolves,2014,40,42,24,17,16,25,5,6,26,18,106.9,108.9,106.2,97.3,0.444,0.341,0.778,12.5,32.2,23.9,8.8,3.6,13.9,18.3,0,0
Utah Jazz,2016,40,42,24,17,16,25,6,8,23,13,97.7,105.9,103.9,91,0.449,0.355,0.744,10.7,32.5,19,7.7,5.2,14.9,20.2,0,0
Los Angeles Clippers,2012,40,26,24,9,16,17,7,6,17,7,97.5,108.5,105.7,89.2,0.455,0.357,0.68,12.1,29.4,21,8.4,4.8,13.3,21.2,0,0
Detroit Pistons,1982,39,43,23,18,16,25,8,8,12,19,111.1,105.8,106.6,104.3,0.482,0.244,0.751,15.8,28.6,24.7,9,6.9,19.9,26.3,0,0
New York Knicks,2004,39,43,23,18,16,25,6,6,16,22,92,101.7,103.3,89.5,0.442,0.364,0.793,11.6,31,20.7,7.4,4.8,15.7,23.1,0,0
Seattle SuperSonics,2004,37,45,21,20,16,25,6,7,17,23,97.1,107.3,108,89.9,0.446,0.373,0.765,11.1,28.3,21.7,8.1,4.7,14.5,21.8,0,0
Orlando Magic,2012,37,29,21,12,16,17,2,5,18,16,94.2,105,104.1,89,0.441,0.375,0.66,11.2,31.2,20,6.8,4.2,14.9,17.7,0,0
Cleveland Cavaliers,1985,36,46,20,21,16,25,9,5,11,22,108.6,106,108.7,101.9,0.471,0.287,0.749,14.7,29.8,25.6,7.6,5.8,16.9,26.5,0,0
Boston Celtics,2001,36,46,20,21,16,25,10,7,11,20,94.6,101.4,103.7,92.6,0.428,0.363,0.74,10.9,28.9,20.8,9.4,4.1,15.7,23.8,0,0
Philadelphia 76ers,2012,35,31,19,14,16,17,1,4,28,12,93.6,103.9,99.2,89.7,0.448,0.362,0.742,10.7,32.5,22,8,5.2,11.2,17.5,0,0
Houston Rockets,1986,51,31,36,5,15,26,5,5,20,15,114.4,110.1,107.6,103.5,0.49,0.274,0.73,16,29.7,28.3,9.1,6.7,16.8,24.3,1,0
Portland Trail Blazers,1987,49,33,34,7,15,26,7,5,28,14,117.9,111.5,108.6,105,0.504,0.289,0.775,14.4,29.4,28.8,9.4,4.7,18.9,25.4,0,0
Portland Trail Blazers,1984,48,34,33,8,15,26,8,7,25,10,113.1,111.2,107.7,101.1,0.505,0.194,0.754,15.3,26.8,25.4,9.9,4.8,18.1,26,0,0
Milwaukee Bucks,1991,48,34,33,8,15,26,6,6,24,12,106.4,109.7,107.2,96.1,0.48,0.341,0.801,13.2,26.4,25.3,10.9,4,16.1,24.8,0,0
Utah Jazz,2009,48,34,33,8,15,26,1,3,26,15,103.6,110.1,107.3,93.1,0.475,0.349,0.771,11.5,29.5,24.7,8.8,4.6,14.8,22.3,0,0
Detroit Pistons,1986,46,36,31,10,15,26,12,5,20,17,114.2,109,107.9,104.2,0.484,0.302,0.783,15.6,30,28.3,9,4.1,16.4,25.6,0,0
Houston Rockets,1988,46,36,31,10,15,26,3,6,19,16,109,107.1,105.7,101.8,0.471,0.237,0.78,15.1,30.9,23.6,8.7,6.1,16.7,22.7,0,0
Portland Trail Blazers,1983,46,36,31,10,15,26,6,5,19,15,107.4,106,103.9,101,0.486,0.233,0.738,14.4,29,24.8,9.1,4.7,18.2,23.9,0,0
Phoenix Suns,1982,46,36,31,10,15,26,9,9,24,10,106.2,105.8,102.4,99.5,0.491,0.31,0.758,13.7,30.7,27.1,9.2,5.2,18.6,24.7,0,0
Denver Nuggets,2018,46,36,31,10,15,26,10,5,21,15,110,112.5,111,96.8,0.47,0.371,0.767,11,33.5,25.1,7.6,4.9,15,18.7,0,0
Kansas City Kings,1983,45,37,30,11,15,26,9,4,23,19,113.8,106.2,104.9,106.6,0.497,0.237,0.727,15.3,29.4,26.3,9.3,5,20.6,29.7,0,0
Portland Trail Blazers,1981,45,37,30,11,15,26,10,8,16,17,110.7,106.5,105.7,103,0.496,0.169,0.718,15.2,29.1,27.4,9.4,5.9,18.5,24.8,0,0
Philadelphia 76ers,1991,44,38,29,12,15,26,11,9,14,14,105.4,107.9,108.1,95.7,0.475,0.316,0.79,12,30.4,22.2,8.3,5.8,15,19.9,0,0
Denver Nuggets,1990,43,39,28,13,15,26,9,4,24,20,114.6,108,106.7,105.4,0.464,0.337,0.789,14.3,30.9,27.7,9.9,4,13.9,25,0,0
Miami Heat,2009,43,39,28,13,15,26,7,6,16,17,98.3,107.8,107.6,89.9,0.457,0.357,0.754,10.1,29.4,20.4,7.9,5.5,12.5,20.7,0,0
Houston Rockets,2003,43,39,28,13,15,26,3,10,24,17,93.8,104.3,102.6,88.8,0.44,0.346,0.768,12.5,31.3,18.4,7.2,6,15.6,19.5,0,0
New York Knicks,1998,43,39,28,13,15,26,7,9,24,12,91.6,103,100.3,88.2,0.447,0.335,0.772,11.9,29.7,21.8,7.7,3.4,15.2,23.7,0,0
Utah Jazz,1986,42,40,27,14,15,26,11,5,20,18,108.2,104.2,104.6,103.3,0.488,0.207,0.716,13,30.2,26.8,8.7,8.1,18.5,24.9,0,0
New Jersey Nets,1985,42,40,27,14,15,26,9,7,18,22,109.5,107.9,107.7,101,0.49,0.232,0.729,15,28.4,26.4,9.4,5.1,16.5,24.5,0,0
Portland Trail Blazers,1982,42,40,27,14,15,26,6,9,19,16,109.8,108.8,108.2,100.5,0.505,0.207,0.72,13.9,28.7,25,8.6,4.5,17,24.5,0,0
Washington Bullets,1987,42,40,27,14,15,26,8,4,17,21,106,105.7,107,100.2,0.454,0.197,0.765,15.9,28.2,21.3,9.2,8.4,15.9,21.6,0,0
Washington Bullets,1983,42,40,27,14,15,26,11,11,14,14,99.2,99.1,99.3,99.4,0.468,0.295,0.705,13.4,29.6,25,8.9,4.9,19.4,23.9,0,0
Detroit Pistons,2000,42,40,27,14,15,26,6,6,21,16,103.5,107.3,105.8,95.7,0.459,0.359,0.781,11.2,30,20.8,8.1,3.3,15.7,24.5,0,0
Cleveland Cavaliers,1990,42,40,27,14,15,26,9,3,22,20,102.6,106.9,107.2,95,0.461,0.407,0.744,13.8,29,25.7,7.9,6.2,15.2,20.3,0,0
Washington Wizards,2006,42,40,27,14,15,26,5,8,24,16,101.7,109.3,107.3,92.3,0.447,0.357,0.757,12.6,28.6,18.6,8,4.1,13.9,22.6,0,0
Utah Jazz,1985,41,41,26,15,15,26,9,5,19,19,109,103.3,103.4,105.1,0.476,0.336,0.772,13.2,31.1,26.1,8.7,8.5,19.2,23.9,0,0
Detroit Pistons,2019,41,41,26,15,15,26,6,9,16,21,107,109,109.2,97.4,0.44,0.348,0.747,11.4,33.6,22.5,6.9,4,13.8,22.1,0,0
Orlando Magic,2000,41,41,26,15,15,26,6,7,20,16,100.1,102.4,101.7,97.3,0.452,0.338,0.735,14,31,20.8,9.1,5.7,17.6,24,0,0
Washington Wizards,2007,41,41,26,15,15,26,12,7,19,16,104.3,110.1,110.6,94.1,0.45,0.348,0.765,12.2,29,20.2,7.7,4.6,13.8,22.2,0,0
Philadelphia 76ers,2011,41,41,26,15,15,26,3,8,26,13,99,106.6,105,91.7,0.461,0.355,0.77,10.4,31.4,22.7,7.6,4.3,13,19.4,0,0
Memphis Grizzlies,2012,41,25,26,7,15,18,6,2,16,10,95,104,101.8,90.8,0.447,0.326,0.759,12.6,29.5,19.5,9.6,5.2,14.5,19.9,0,0
Los Angeles Lakers,2012,41,25,26,7,15,18,10,4,11,10,97.3,106,104.4,90.5,0.457,0.326,0.756,12.1,34.1,22.5,5.9,5.3,15.1,16.8,0,0
Indiana Pacers,2001,41,41,26,15,15,26,6,6,18,21,92.6,102,102.2,89.4,0.44,0.342,0.766,11.2,31.6,21.5,6.9,5.9,15.2,23.5,0,0
Houston Rockets,1981,40,42,25,16,15,26,12,14,13,13,108.3,107,106.7,100.5,0.487,0.178,0.77,14.8,28.6,25.6,8.6,4.8,17.7,23.2,1,0
New Jersey Nets,1992,40,42,25,16,15,26,7,4,13,19,105.4,107,108.7,98,0.458,0.334,0.732,18.4,29.2,23.6,9,7.5,17,22.4,0,0
Phoenix Suns,1997,40,42,25,16,15,26,5,11,17,22,102.8,109.3,108.6,93.2,0.469,0.369,0.761,11.2,29,25.2,8.1,3.9,14.4,21.1,0,0
Toronto Raptors,2010,40,42,25,16,15,26,6,5,19,24,104.1,111.3,113.2,93.1,0.482,0.371,0.764,9.8,30.6,22,5.7,4.7,13.4,22.2,0,0
Milwaukee Bucks,2006,40,42,25,16,15,26,11,6,15,18,97.8,106.3,107.4,91.2,0.453,0.38,0.738,11.3,29.9,21.6,7.3,3.3,14.6,23.2,0,0
Los Angeles Clippers,2007,40,42,25,16,15,26,5,6,20,25,95.6,105.1,105.6,90.8,0.456,0.348,0.788,10.8,30.3,21.5,7.3,5.8,15.1,22.7,0,0
Minnesota Timberwolves,1997,40,42,25,16,15,26,11,5,18,23,96.1,105.5,107.1,90.7,0.456,0.339,0.751,11.7,28.1,22.9,7.5,6.8,15.2,22.2,0,0
Orlando Magic,2007,40,42,25,16,15,26,10,7,20,19,94.8,104.9,104.1,89.9,0.472,0.356,0.702,11.2,29.5,18.6,6.9,5.1,17,23.2,0,0
Seattle SuperSonics,2003,40,42,25,16,15,26,7,10,15,17,92.1,103.7,103.9,88,0.437,0.353,0.744,11.7,29.1,21.6,8.3,3.6,13.2,20.9,0,0
Sacramento Kings,2019,39,43,24,17,15,26,6,7,16,18,114.2,110.4,111.5,103.1,0.464,0.378,0.726,11,34.4,25.4,8.3,4.4,13.4,21.4,0,0
Washington Bullets,1980,39,43,24,17,15,26,11,9,10,24,107,103.2,105.7,102.6,0.458,0.307,0.758,16.3,33.2,26.8,6.5,5.4,16.8,23.1,0,0
Boston Celtics,2012,39,27,24,9,15,18,6,5,19,11,91.8,101,98.2,90.4,0.46,0.367,0.778,7.7,31.1,23.6,7.5,5.5,14.8,19.9,0,0
New Orleans/Oklahoma City Hornets,2007,39,43,24,17,15,26,9,7,14,21,95.5,104.8,106.5,90.2,0.445,0.362,0.74,12.5,30.6,18.7,6.4,4.2,14.5,19.8,0,0
Dallas Mavericks,1983,38,44,23,18,15,26,7,11,16,18,112.7,109.4,109.8,102.8,0.487,0.232,0.752,15.8,29,27.2,6.7,4.2,16.4,25.2,0,0
Atlanta Hawks,1992,38,44,23,18,15,26,7,10,19,22,106.2,107.3,108.9,97.8,0.467,0.313,0.731,15.7,30.5,25.9,9.7,3.9,15.3,21.6,0,0
Indiana Pacers,2015,38,44,23,18,15,26,4,12,19,20,97.3,103.5,103.2,93.2,0.439,0.352,0.756,10.4,34.4,21.4,6.2,4.6,14,21.2,0,0
Philadelphia 76ers,2006,38,44,23,18,15,26,9,7,12,21,99.4,106,108.1,92.7,0.458,0.364,0.76,10.6,29.6,20.2,7.9,4.9,14.1,20.9,0,0
Los Angeles Lakers,2019,37,45,22,19,15,26,5,4,16,25,111.8,107.8,109.5,103.2,0.47,0.333,0.699,10.2,36.4,25.6,7.5,5.4,15.7,20.7,0,0
Washington Wizards,2002,37,45,22,19,15,26,7,6,14,17,92.8,104.8,106.4,88.3,0.441,0.388,0.765,12.9,29.2,20.9,7,4.3,13,21.5,0,0
Utah Jazz,1999,37,13,22,3,15,10,3,4,22,5,93.3,105.8,98.4,87,0.465,0.361,0.767,11.1,30.2,24.1,8,5.5,16.3,22.7,0,0
Charlotte Hornets,2018,36,46,21,20,15,26,1,5,23,23,108.2,109.4,109.1,98.4,0.45,0.369,0.747,10.1,35.4,21.6,6.8,4.5,12.7,17.2,0,0
Indiana Pacers,2008,36,46,21,20,15,26,4,3,14,22,104,106,107.5,97.7,0.444,0.374,0.768,11,32.1,22.7,7.6,5,15.1,23.4,0,0
Los Angeles Clippers,1997,36,46,21,20,15,26,7,4,15,25,97.2,105.1,107.6,91.3,0.446,0.354,0.731,13.3,27.3,20.3,8.9,5.4,16,24,0,0
Milwaukee Bucks,1998,36,46,21,20,15,26,3,7,10,22,94.5,103.5,105.6,90.2,0.456,0.354,0.767,12.6,27.3,20.1,8.9,4.4,16.9,23.4,0,0
Los Angeles Lakers,2018,35,47,20,21,15,26,6,7,18,21,108.1,106.5,108,100.3,0.461,0.345,0.714,10.7,35.7,23.8,7.7,4.7,15.8,21.2,0,0
Boston Celtics,1995,35,47,20,21,15,26,9,7,16,21,102.8,108.6,110.6,94,0.464,0.368,0.753,14.1,28.3,21.7,7.5,4.4,15.9,24.1,0,0
